Name,Description,Detail Page URL,Page
Heartland Hands Inc.,Food Systems focused organization in Horn Lake MS.,https://directories.onepercentfortheplanet.org/profile/heartland-hands-inc,39
friends of the Tumalo Wildlife Corridor,501(c)(3) formed in 2013 dedicated to wildlife corridor conservation. Bend OR.,https://directories.onepercentfortheplanet.org/profile/friends-of-the-tumalo-wildlife-corridor,39
Littleton Community Farm,Nutrient-dense vegetables grown with organic no-till practices for food insecure communities. Littleton MA.,https://directories.onepercentfortheplanet.org/profile/littleton-community-farm,39
Groundwork,Place-based education for building skills and knowledge for a more livable future. Paonia CO.,https://directories.onepercentfortheplanet.org/profile/groundwork,39
Veterinary Sustainability Alliance,Infusing sustainability into the North American veterinary sector. Fort Collins CO.,https://directories.onepercentfortheplanet.org/profile/veterinary-sustainability-alliance,39
Metamorphose,Responsible Consumption & Production focused organization in Cannes France.,https://directories.onepercentfortheplanet.org/profile/metamorphose,39
Middlebury Area Land Trust,Local land trust with 35 years in conservation recreation and outdoor education. Middlebury VT.,https://directories.onepercentfortheplanet.org/profile/middlebury-area-land-trust,39
Lake District Foundation,Nature Access focused organization in Kendal England UK.,https://directories.onepercentfortheplanet.org/profile/lake-district-foundation,39
Youth Farm Project Inc.,Farm-based social justice education and direct food access. Ithaca NY.,https://directories.onepercentfortheplanet.org/profile/youth-farm-project-inc,39
Connect Africa Foundation Inc,Supporting environmental sustainability and community development in Uganda and the US. Newton MA.,https://directories.onepercentfortheplanet.org/profile/connect-africa-foundation-inc,39
The Marine Genome Project,Marine conservation organization. Indian Wells CA.,https://directories.onepercentfortheplanet.org/profile/the-marine-genome-project,39
Gorata.bg Foundation,Planting 5 million trees in EU. Already planted 3.65 million. Sofia Bulgaria.,https://directories.onepercentfortheplanet.org/profile/goratabg-foundation,39
Amigos of Costa Rica Inc.,Working with over 120 organizations across Costa Rica. West Chester PA.,https://directories.onepercentfortheplanet.org/profile/amigos-of-costa-rica-inc,39
Friends of the Pittsburgh Urban Forest,Tree Pittsburgh organization. Pittsburgh PA.,https://directories.onepercentfortheplanet.org/profile/friends-of-the-pittsburgh-urban-forest,39
Wozu Inc.,Planting Seeds of Change. Cannon Ball ND.,https://directories.onepercentfortheplanet.org/profile/wozu-inc,39
CARE France,International NGO fighting poverty and inequality in over 100 countries. Paris France.,https://directories.onepercentfortheplanet.org/profile/care-france,39
Reef Guardians Hawaii,Operating monitoring restoration education and research programs in Hawaii and California. Princeville HI.,https://directories.onepercentfortheplanet.org/profile/reef-guardians-hawaii,39
WWF-Singapore,Network member of the World Wide Fund for Nature in Singapore.,https://directories.onepercentfortheplanet.org/profile/wwf-singapore,39
Marachage Sol Vivant Grand-Est,Association of market gardeners applying soil conservation agriculture principles. Retzwiller France.,https://directories.onepercentfortheplanet.org/profile/marachage-sol-vivant-grandest,39
SIKLE - LES COMPOSTEURS DE STRASBOURG,Sustainable Cities focused organization in Strasbourg France.,https://directories.onepercentfortheplanet.org/profile/sikle-les-composteurs-de-strasbourg,40
Carolina Farm Stewardship Association,Sustainable local food and farming system that is environmentally sound economically viable and socially just. Pittsboro NC.,https://directories.onepercentfortheplanet.org/profile/carolina-farm-stewardship-association,40
Bluedot Institute,Dedicated to supporting local student projects and community-led events addressing environment and climate change. Woodland Hills CA.,https://directories.onepercentfortheplanet.org/profile/bluedot-institute,40
Corazon del bosque,Working for conservation and restoration of La Primavera Forest in Jalisco Mexico.,https://directories.onepercentfortheplanet.org/profile/corazon-del-bosque,40
Papahanaumokuakea Marine Debris Project,Freshwater Ecosystems focused organization in Kailua HI.,https://directories.onepercentfortheplanet.org/profile/papahanaumokuakea-marine-debris-project,40
Stowmarket Eco Future Group,Advancing education about environmental preservation sustainability conservation and waste reduction. Stowmarket UK.,https://directories.onepercentfortheplanet.org/profile/stowmarket-eco-future-group,40
Sisters Trails Alliance,Inspiring a world of trail users to preserve nature through recreation. Sisters OR.,https://directories.onepercentfortheplanet.org/profile/sisters-trails-alliance,40
Greenstyle Foundation,Biodiversity & Wildlife focused organization in Laax Graubunden Switzerland.,https://directories.onepercentfortheplanet.org/profile/greenstyle-foundation,40
Santa Fe Conservation Trust,Improving local quality of life through land protection recreational trails and dark night sky protection. Santa Fe NM.,https://directories.onepercentfortheplanet.org/profile/santa-fe-conservation-trust,40
Black Jaguar Foundation,Realising a 2600km biodiversity corridor in Brazil by planting native trees. Amsterdam Netherlands.,https://directories.onepercentfortheplanet.org/profile/black-jaguar-foundation,40
Reseau Centres de Soins faune sauvage,Network of wildlife care centers working to improve care for wildlife in distress. Rochefort France.,https://directories.onepercentfortheplanet.org/profile/rseau-centres-de-soins-faune-sauvage,40
The Rewilding Institute,Advancing continental-scale conservation recovering wild species and restoring wild landscapes. Albuquerque NM.,https://directories.onepercentfortheplanet.org/profile/the-rewilding-institute,40
Mother of Corals,Ocean conservation coral restoration artificial reefs and community education. Denver CO.,https://directories.onepercentfortheplanet.org/profile/mother-of-corals,40
RESEAU COMPOST CITOYEN NOUVELLE AQUITAINE,Decarbonization focused organization in Morcenx France.,https://directories.onepercentfortheplanet.org/profile/reseau-compost-citoyen-nouvelle-aquitaine,40
EnviroFest International,Climate communication and environmental education through film for net zero transition. Washington DC.,https://directories.onepercentfortheplanet.org/profile/envirofest-international,40
Protect Our Winters (POW) Germany,Number one voice of the outdoor community for climate protection. Munich Germany.,https://directories.onepercentfortheplanet.org/profile/protect-our-winters-pow-germany,40
Embers Foundation,Building wild resilience in first responders communities and surrounding habitats. Ventura CA.,https://directories.onepercentfortheplanet.org/profile/embers-foundation,40
Sustainable Amersham,Local community group concerned about climate change pollution and biodiversity loss. Amersham UK.,https://directories.onepercentfortheplanet.org/profile/sustainable-amersham,40
Environment Next,Working with leading organizations around the world to support their climate efforts. East Aurora NY.,https://directories.onepercentfortheplanet.org/profile/environment-next,40
Jane Goodall Institute Austria,Implementing animal welfare conservation and social projects in 5 African countries. Vienna Austria.,https://directories.onepercentfortheplanet.org/profile/jane-goodall-institute-austria,40
